Street,Full,Lat,Long
Matheson Street,"Mau Lam St, Yau Ma Tei, Hong Kong",22.307455,114.171888
Mau Lam Street,"May Rd, Mid-level, Hong Kong",22.273864,114.1555378
May Road,"McGregor St, Wan Chai, Hong Kong",22.2747617,114.1731782
Mcgregor Street,"Mee Lun Street, Central, Hong Kong",22.283823,114.1524527
Mee Lun Street,"Mei Ching Rd, Lai Chi Kok, Hong Kong",22.3320757,114.1372304
Mei Ching Road,"Mei King St, To Kwa Wan, Hong Kong",22.3170802,114.1911411
Mei King Street,"Mei Kwong St, To Kwa Wan, Hong Kong",22.3167939,114.191291
Mei Kwong Street,"Mei Lai Rd, Lai Chi Kok, Hong Kong",22.3390145,114.1404566
Mei Lai Road,"Mei On St, Tai Kok Tsui, Hong Kong",22.3228681,114.1614088
Mei On Street,"Mei Wa St, To Kwa Wan, Hong Kong",22.3165493,114.1890154
Mei Wa Street,"Mercer St, Sheung Wan, Hong Kong",22.2853943,114.1519277
Mercer Street,"Mercury St, Causeway Bay, Hong Kong",22.2858324,114.1922197
Mercury Street,"Merlin St, Hong Kong",22.2871528,114.192282
Merlin Street,"Metropolis Dr, Hung Hom, Hong Kong",22.3022782,114.1837987
Metropolis Drive,"Middle Gap Rd, The Peak, Hong Kong",22.2620813,114.1717495
Middle Gap Road,"Middle Rd, Tsim Sha Tsui, Hong Kong",22.2955269,114.1722591
Middle Road,"Min Fat St, Happy Valley, Hong Kong",22.2689469,114.1866385
Min Fat Street,"Min St, Yau Ma Tei, Hong Kong",22.3048307,114.1688828
Min Street,"Minden Ave, Tsim Sha Tsui, Hong Kong",22.2967839,114.1745609
Minden Avenue,"Minden Row, Tsim Sha Tsui, Hong Kong",22.2965406,114.1736984
Minden Row,"Chi Ming St, Sheung Shui, Hong Kong",22.5022143,114.1316714
Ming Chi Street,"Ming Fung St, Chuk Un, Hong Kong",22.3441859,114.1964823
Ming Fung Street,"Ming Lun St, Ma Tau Kok, Hong Kong",22.3198522,114.1936089
Ming Lun Street,"Ming On St, Hung Hom, Hong Kong",22.3064002,114.1857096
Ming On Street,"8363 Granville St, Vancouver, BC V6P 4Z8, Canada",49.2108334,-123.1407047
Ming Tak Street,"Ming Tsui St, Siu Sai Wan, Hong Kong",22.2620958,114.2489112
Ming Tsui Street,"Ming Un Ln, Shau Kei Wan, Hong Kong",22.2784309,114.2299086
Ming Un Lane,"Ming Yan Ln, Wan Chai, Hong Kong",22.2756903,114.1713631
Ming Yan Lane,"Hong Kong Parkview, 2nd floor88 Tai Tam Reservoir Rd, Hong Kong",22.2583874,114.1997851
Ming Yuen Terrace,"Ming Yuen Western St, North Point, Hong Kong",22.2898982,114.1989812
Ming Yuen Western Street,Hong Kong,22.396428,114.109497
Miu Kang Terrace,"Miu Tung St, Shau Kei Wan, Hong Kong",22.2801446,114.2306141
Miu Tung Street,"Model Ln, Tsat Tsz Mui, Hong Kong",22.2910792,114.2081987
Model Lane,"Mody Ln, Tsim Sha Tsui East, Hong Kong",22.2979795,114.1782753
Mody Lane,"Mody Rd, Hong Kong",22.2974391,114.1768211
Mody Road,"Mody Square, Tsim Sha Tsui East, Hong Kong",22.2985294,114.1770618
Mody Square,"Mok Cheong St, Hong Kong",22.3224107,114.1912105
Mok Cheong Street,"Mong Kok Rd, Mong Kok, Hong Kong",22.3207538,114.1685207
Mong Kok Road,"Mong Lung St, Hong Kong",22.2784706,114.229668
Mong Lung Street,"Monmouth Path, Wan Chai, Hong Kong",22.2770389,114.1677744
Monmouth Path,"Monmouth Terrace, Wan Chai, Hong Kong",22.2755898,114.1676353
Monmouth Terrace,"Moon St, Wan Chai, Hong Kong",22.2762745,114.1684619
Moon Street,"Moorsom Dr, Jardine's Lookout, Hong Kong",22.2701483,114.1946941
Moorsom Drive,"Moorsom Rd, Jardine's Lookout, Hong Kong",22.2708,114.1941857
Moorsom Road,"Moray Rd, Kowloon Tsai, Hong Kong",22.3310125,114.180179
Moray Road,"Moreton Terrace, Causeway Bay, Hong Kong",22.2795036,114.1890613
Moreton Terrace,"Morrison Hill Rd, Wan Chai, Hong Kong",22.2765809,114.1803348
Morrison Hill Road,"Morrison St, Hong Kong",22.2866225,114.1504402
Morrison Street,"Mosque Jct, Mid-level, Hong Kong",22.2796323,114.1515607
Mosque Junction,"Mosque St, Mid-level, Hong Kong",22.2797229,114.1520172
Mosque Street,"Mount Austin Rd, The Peak, Hong Kong",22.2742983,114.1463773
Mount Austin Road,"Mount Butler Dr, Jardine's Lookout, Hong Kong",22.2660116,114.1930556
Mount Butler Drive,"Mount Butler Rd, Hong Kong",22.269187,114.1960012
Mount Butler Road,"Mount Cameron Rd, The Peak, Hong Kong",22.2644279,114.16967
Mount Cameron Road,"Mount Davis Path, Mount Davis, Hong Kong",22.2756189,114.1224982
Mount Davis Path,"Mount Davis Rd, Hong Kong",22.274003,114.125888
Mount Davis Road,"Mount Kellett Rd, The Peak, Hong Kong",22.2624909,114.149641
Mount Kellett Road,"Mount Nicholson Rd, The Peak, Hong Kong",22.2656427,114.1782687
Mount Nicholson Road,"Mount Parker Rd, Hong Kong",22.2685204,114.2159966
Mount Parker Road,"Mount Sterling Mall, Lai Chi Kok, Hong Kong",22.338151,114.138636
Mount Sterling Mall,"Mui Fong St, Sai Ying Pun, Hong Kong",22.2872624,114.143336
Mui Fong Street,"Mui Hing St, Happy Valley, Hong Kong",22.2665589,114.187436
Mui Hing Street,"Muk Chui St, Kai Tak, Hong Kong",22.3312569,114.2035004
Muk Chui Street,"Muk Chun St, Kai Tak, Hong Kong",22.3338575,114.2032886
Muk Chun Street,"Muk Hung St, Kai Tak, Hong Kong",22.3321738,114.2038398
Muk Hung Street,"Muk Lun St, Chuk Un, Hong Kong",22.3409359,114.1972215
Muk Lun Street,"Muk Ning St, Kai Tak, Hong Kong",22.328815,114.2011171
Muk Ning Street,"On Muk St, Sha Tin, Hong Kong",22.3874492,114.2078141
Muk On Street,"Murray Rd, Central, Hong Kong",22.280711,114.1620686
Murray Road,"Mut Wah St, Kwun Tong, Hong Kong",22.3150906,114.224928
Mut Wah Street,"Nam Cheong St, Hong Kong",22.3319421,114.165717
Nam Cheong Street,"Nam Fung Path, Hong Kong",22.2513274,114.1762152
Nam Fung Path,"Nam Fung Rd, Hong Kong",22.253984,114.1780812
Nam Fung Road,"Nam Hong St, Hong Kong",22.2784312,114.2268643
Nam Hong Street,"Nam Kok Rd, Kowloon City, Hong Kong",22.328898,114.189851
Nam Kok Road,"55號 Ship St, Wan Chai, Hong Kong",22.275007,114.16967
Nam Koo Terrace,"Nam Long Shan Rd, Hong Kong",22.2408713,114.1677809
Nam Long Shan Road,"Nam Ning St, Aberdeen, Hong Kong",22.2489469,114.1538791
Nam Ning Street,"Nam On Ln, Hong Kong",22.2780721,114.227439
Nam On Lane,"Nam On St, Shau Kei Wan, Hong Kong",22.2788409,114.2269068
Nam On Street,"Nam Shan Chuen Rd, Hong Kong",22.3350022,114.1705823
Nam Shan Chuen Road,"Nam Tau St, Mong Kok, Hong Kong",22.3182344,114.1667942
Nam Tau Street,"Nanking St, Yau Ma Tei, Hong Kong",22.305975,114.1703397
Nanking Street,"Nassau St, Lai Chi Kok, Hong Kong",22.338678,114.139556
Nassau Street,"Nathan Rd, Hong Kong",22.3105852,114.1710601
Nathan Road,"Healthy St E, Tsat Tsz Mui, Hong Kong",22.2918665,114.207186
Nation Street,"Nelson St, Mong Kok, Hong Kong",22.3184663,114.170173
Nelson Street,"New Clear Water Bay Rd, Hong Kong",22.3330987,114.2198604
New Clear Water Bay Road,"New Eastern Terrace, Causeway Bay, Hong Kong",22.2827297,114.1934083
New Eastern Terrace,"New Market St, Sheung Wan, Hong Kong",22.2874276,114.1496082
New Market Street,"New Praya Kennedy Town, Sai Wan, Hong Kong",22.2837367,114.1266007
"New Praya, Kennedy Town","New St, Hong Kong",22.2858012,114.1468417
New Street,"Ng Fong St, San Po Kong, Hong Kong",22.3381496,114.1999726
Ng Fong Street,"Ng Fuk Ln, Sai Wan, Hong Kong",22.286599,114.1442108
Ng Fuk Lane,"Ng Kwai Fong, Hong Kong",22.2855768,114.1482697
Ng Kwai Fong,"Nga Cheung Rd, Yau Ma Tei, Hong Kong",22.3054142,114.160576
Nga Cheung Road,"Nga Chuk St, Chuk Un, Hong Kong",22.3443259,114.1942005
Nga Chuk Street,"Nga Tsin Long Rd, Kowloon City, Hong Kong",22.3291481,114.189287
Nga Tsin Long Road,"Nga Tsin Wai Rd, Hong Kong",22.3289975,114.187005
Nga Tsin Wai Road,"榮池徑, Ngau Chi Wan, Hong Kong",22.335143,114.208548
Ngan Chi Path,"Ngan Chuk Ln, Chuk Un, Hong Kong",22.3443056,114.1921162
Ngan Chuk Lane,"Ngan Fung St, Chuk Un, Hong Kong",22.3449844,114.1979792
Ngan Fung Street,"Ngan Ho Path, 彩雲一邨(彩雲南區) Hong Kong",22.332613,114.2147835
Ngan Ho Path,"Ngan Hon St, To Kwa Wan, Hong Kong",22.3144494,114.1893092
Ngan Hon Street,"Ngan Mok St, Causeway Bay, Hong Kong",22.2836642,114.1923175
Ngan Mok Street,"Ngan Yuet Ln, Kwun Tong, Hong Kong",22.3171076,114.2254164
Ngan Yuet Lane,"Ngau Chi Wan St, Ngau Chi Wan, Hong Kong",22.3349645,114.2164465
Ngau Chi Wan Street,"Ngau Tau Kok, Hong Kong",22.322466,114.2167592
Ngau Tau Kok Fifth Street,"Ngau Tau Kok, Hong Kong",22.322466,114.2167592
Ngau Tau Kok First Street,"Ngau Tau Kok, Hong Kong",22.322466,114.2167592
Ngau Tau Kok Fourth Street,"Ngau Tau Kok Rd, Ngau Tau Kok, Hong Kong",22.3217217,114.2161909
Ngau Tau Kok Road,"G/F, Shop 9-10, Island Crest,, Second St, Sai Ying Pun, Hong Kong",22.2863164,114.1431428
Ngau Tau Kok Secong Street,"Ngau Tau Kok, Hong Kong",22.322466,114.2167592
Ngau Tau Kok Third Street,"Ngo Cheung Rd, Yau Ma Tei, Hong Kong",22.3118675,114.1658655
Ngo Cheung Road,"Ngoi Man St, Shau Kei Wan, Hong Kong",22.277,114.2271027
Ngoi Man Street,"Ngong Shung Rd, Hong Kong",22.322583,114.140249
Ngong Shung Road,"Nightingale Rd, Yau Ma Tei, Hong Kong",22.3086757,114.1739477
Nightingale Road,"Ning Foo St, Chai Wan, Hong Kong",22.2653482,114.237226
Ning Foo Street,"Ning Po St, Yau Ma Tei, Hong Kong",22.3067447,114.1698353
Ning Po Street,"Ning Wah St, Tsz Wan Shan, Hong Kong",22.3494613,114.2028062
Ning Wah Street,"Sai Ying Pun, Hong Kong",22.284844,114.141209
Ning Yeung Terrace,"Ning Yuen St, Hong Kong",22.3333906,114.1958037
Ning Yuen Street,"Norfolk Rd, Hong Kong",22.3352283,114.177743
Norfolk Road,"North Point Estate Ln, North Point, Hong Kong",22.2922796,114.1987272
North Point Estate Lane,"North Point Rd, North Point, Hong Kong",22.2913187,114.196578
North Point Road,"North Point Terrace, North Point, Hong Kong",22.2888172,114.1961911
North Point Terrace,"Eastern St, Sai Ying Pun, Hong Kong",22.2874001,114.1437559
North Street,"N View St, North Point, Hong Kong",22.2896011,114.1968781
North View Street,"Northcote Cl, Sandy Bay, Hong Kong",22.2679012,114.1295114
Northcote Close,"Nullah Rd, Mong Kok, Hong Kong",22.3234126,114.1693762
Nullah Road,"Oak St, Tai Kok Tsui, Hong Kong",22.3199658,114.1640168
Oak Street,"Oaklands Ave, Mid-level, Hong Kong",22.2829785,114.1434242
Oaklands Avenue,"Oaklands Path, Mid-level, Hong Kong",22.2838638,114.1426874
Oaklands Path,"O'brien Rd, Wan Chai, Hong Kong",22.2782028,114.1733239
O'brien Road,"Observatory Ct, Tsim Sha Tsui, Hong Kong",22.3017435,114.174721
Observatory Court,"Observatory Rd, Tsim Sha Tsui, Hong Kong",22.3011478,114.1752173
Observatory Road,"Ocean Park Rd, Hong Kong",22.2468451,114.1740799
Ocean Park Road,"Oi Kan Rd, Aldrich Bay, Hong Kong",22.2831623,114.2257911
Oi Kan Road,"Oi King St, Hung Hom, Hong Kong",22.3024065,114.1873652
Oi King Street,"Oi Kwan Rd, Morrison Hill, Hong Kong",22.2763294,114.1781691
Oi Kwan Road,"Oi Lai St, Aldrich Bay, Hong Kong",22.2821965,114.2291593
Oi Lai Street,"Oi Sen Path, No. 12 Hill, Hong Kong",22.3093334,114.1796702
Oi Sen Path,"Oi Shun Rd, Hong Kong",22.283673,114.222295
Oi Shun Road,"Oi Tak St, Hong Kong",22.2823958,114.2252416
Oi Tak Street,"Oi Yee St, Hong Kong",22.2818377,114.2236121
Oi Yee Street,"Oi Yin St, Aldrich Bay, Hong Kong",22.2812182,114.2281358
Oi Yin Street,"Oil St, Hong Kong",22.2888828,114.1923202
Oil Street,"Old Bailey St, Hong Kong",22.2813889,114.1535083
Old Bailey Street,"Old Main St Aberdeen, Aberdeen, Hong Kong",22.2481271,114.1560434
"Old Main Street, Aberdeen","Old Peak Rd, The Peak, Hong Kong",22.2714161,114.1495547
Old Peak Road,"Olympic Ave, Hong Kong",22.3260882,114.1903044
Olympic Avenue,"On Ching Rd, Hung Hom, Hong Kong",22.3057315,114.1825114
On Ching Road,"On Fu Rd, Tai Po, Hong Kong",22.4484362,114.1653315
On Fu Road,"On Hing Terrace, Central, Hong Kong",22.2806907,114.1564441
On Hing Terrace,"On Lan St, Central, Hong Kong",22.28082,114.1566037
On Lan Street,"On Lok Ln, Wan Chai, Hong Kong",22.2781546,114.1788201
On Lok Lane,"On Ning Ln, Sai Wan, Hong Kong",22.2869804,114.1385874
On Ning Lane,"On Sau Rd, Hong Kong",22.3265438,114.2308613
On Sau Road,"On Shin Rd, Ngau Tau Kok, Hong Kong",22.3183671,114.2178939
On Shin Road,"On Tai Rd, Tai Po, Hong Kong",22.4537097,114.1706991
On Tai Street,"On Tak Rd, Ngau Tau Kok, Hong Kong",22.31952,114.216725
On Tak Road,"On Tin St, Lam Tin, Hong Kong",22.3076671,114.2376544
On Tin Street,"On Ting Rd, Ngau Chi Wan, Hong Kong",22.3371977,114.2082633
On Ting Road,"On Wah St, Ngau Tau Kok, Hong Kong",22.3218539,114.2167911
On Wah Street,"On Wan Rd, Hung Hom, Hong Kong",22.3035889,114.1814041
On Wan Road,"On Wo Ln, Hong Kong",22.2845931,114.1526043
On Wo Lane,"On Yip St, Chai Wan, Hong Kong",22.2668039,114.2457582
On Yip Street,"Orchid St, Hong Kong",22.3421841,114.1569462
Orchid Street,"Ormsby St, Hong Kong",22.2785722,114.1923399
Ormsby Street,"Osmanthus Rd, Yau Yat Chuen, Hong Kong",22.3292839,114.1736619
Osmanthus Road,"Oxford Rd, Kowloon Tsai, Hong Kong",22.3315365,114.180848
Oxford Road,"Pak Fuk Rd, Hong Kong",22.2890845,114.2055746
Pak Fuk Road,"Pak Hoi St, Yau Ma Tei, Hong Kong",22.3079132,114.1703763
Pak Hoi Street,"Pak Kung St, Hung Hom, Hong Kong",22.311327,114.1865244
Pak Kung Street,"Pak Pat Shan Rd, Hong Kong",22.2333091,114.2250028
Pak Pat Shan Road,"Pak Po St, Mong Kok, Hong Kong",22.3176267,114.1731486
Pak Po Street,"Pak Sha Rd, Causeway Bay, Hong Kong",22.2790449,114.1840364
Pak Sha Road,"Pak Tai St, Hong Kong",22.3220621,114.188866
Pak Tai Street,"Pak Tin St, Hong Kong",22.3354358,114.1664765
Pak Tin Street,"Pak Tsz Lane Park, 1 Pak Tsz Ln, Central, Hong Kong",22.283425,114.152883
Pak Tsz Lane,"Pak Wan St, Pak Tin, Hong Kong",22.3367977,114.1671978
Pak Wan Street,"Palm St, Tai Kok Tsui, Hong Kong",22.3193031,114.1653692
Palm Street,"Pan Hoi St, Quarry Bay, Hong Kong",22.2863342,114.2120508
Pan Hoi Street,"Kwai Yue Ln, Kwai Chung, Hong Kong",22.3518323,114.1145693
Pan Kwai Lane,"Pang Ching St, Ma Tau Kok, Hong Kong",22.321388,114.1923304
Pang Ching Street,"Parc Oasis Rd, Yau Yat Chuen, Hong Kong",22.3334019,114.1748035
Parc Oasis Road,"Park Road, Hong Kong",22.2838557,114.1453592
Park Road,"Parkes St, Hong Kong",22.3051746,114.170585
Parkes Street,"Pat Tat St, San Po Kong, Hong Kong",22.3370831,114.1979584
Pat Tat Street,"Paterson St, Causeway Bay, Hong Kong",22.2811176,114.1853991
Paterson Street,"Pau Chung St, Hong Kong",22.3201733,114.1892192
Pau Chung Street,"Peace Ave, Ho Man Tin, Hong Kong",22.3185867,114.1737431
Peace Avenue,"Peacock Rd, North Point, Hong Kong",22.2891418,114.1997739
Peacock Road,"Peak Rd, The Peak, Hong Kong",22.2667449,114.1603782
Peak Road,"Pedder St, Central, Hong Kong",22.2818783,114.1576313
Pedder Street,"Peel Rise, Hong Kong",22.2589911,114.1540572
Peel Rise,"Peel St, Hong Kong",22.2823059,114.1524315
Peel Street,"Pei Ho St, Hong Kong",22.3297737,114.1622257
Pei Ho Street,"Peking Rd, Tsim Sha Tsui, Hong Kong",22.2963182,114.1707268
Peking Road,"Pennington St, Causeway Bay, Hong Kong",22.2785925,114.1860729
Pennington Street,"Pentland St, Ma Tau Wai, Hong Kong",22.3263604,114.1843538
Pentland Street,"Peony Rd, Yau Yat Chuen, Hong Kong",22.3305644,114.1740381
Peony Road,"Percival St, Hong Kong",22.2795969,114.182832
Percival Street,"Hong Kong, 九龍紅磡民樂街21號富高工業中心A座5樓3-4室",22.310118,114.189796
Perfection Place,"Performing Arts Ave, Central, Hong Kong",22.2803961,114.1680352
Performing Arts Avenue,"Perkins Rd, Hong Kong",22.2696557,114.1932694
Perkins Road,"Perth St, Ho Man Tin, Hong Kong",22.3215521,114.1807198
Perth Street,"Pier Rd, Central, Hong Kong",22.2867358,114.1551629
Pier Road,"Pik Wan Rd, Hong Kong",22.305379,114.2385797
Pik Wan Road,"Pilgrims Way, Beacon Hill, Hong Kong",22.3417775,114.1756794
Pilgrims Way,"Pilkem St, Kwun Chung, Hong Kong",22.3043196,114.1711376
Pilkem Street,"Pine St, Tai Kok Tsui, Hong Kong",22.3206728,114.1636479
Pine Street,"Pine Tree Hill Rd, Hong Kong",22.303037,114.1734957
Pine Tree Hill Road,"Hung Hom, Hong Kong",22.30934,114.184386
Ping Chi Street,"Ping Lan St, Ap Lei Chau, Hong Kong",22.2446371,114.1569079
Ping Lan Street,"Ping On Ln, Tai Ping Shan, Hong Kong",22.2837619,114.1504053
Ping On Lane,"Ping Shing Ln, Kwun Tong, Hong Kong",22.3162855,114.2266965
Ping Shing Lane,"Ping Tin St, Lam Tin, Hong Kong",22.3085793,114.2366481
Ping Tin Street,"Ping Ting Rd, Hong Kong",22.3388419,114.2085094
Ping Ting Road,"Ping Ting Rd E, Hong Kong",22.3356376,114.2131892
Ping Ting Road East,"Pitt St, Hong Kong",22.3137642,114.1698458
Pitt Street,"Plantation Rd, The Peak, Hong Kong",22.267831,114.155189
Plantation Road,"Playing Field Rd, Mong Kok, Hong Kong",22.3253105,114.1690456
Playing Field Road,"Plunkett's Rd, The Peak, Hong Kong",22.2677937,114.1524219
Plunkett's Road,"Po Chiu Rd, Yau Tong, Hong Kong",22.2987308,114.2376768
Po Chiu Road,"Po Fong Ln, Hong Kong",22.3467544,114.203011
Po Fong Lane,"Po Hang Ln, Hong Kong",22.3464929,114.2019709
Po Hang Lane,"Po Hing Fong, Tai Ping Shan, Hong Kong",22.2843466,114.147743
Po Hing Fong,"Po King Ln, Hong Kong",22.3465578,114.2026656
Po King Lane,"Po Kong Ln, Hong Kong",22.3458007,114.1986784
Po Kong Lane,"Po Kong Village Rd, Rajgram 731222, India",22.3458555,114.2014552
Po Kong Village Road,"Po Lam Rd, Hong Kong",22.3199587,114.2450744
Po Lam Road,"Po Leung Ln, Hong Kong",22.3463808,114.2061276
Po Leung Lane,"Po Loi St, Hung Hom, Hong Kong",22.3054929,114.1863968
Po Loi Street,"Po Luen Path, Hong Kong",22.2874287,114.2049711
Po Luen Path,"Po Lun St, Lai Chi Kok, Hong Kong",22.3350264,114.1427241
Po Lun Street,"Po Man St, Shau Kei Wan, Hong Kong",22.2785128,114.2291588
Po Man Street,"Po Ming Ln, Hong Kong",22.3464635,114.2009731
Po Ming Lane,"Po On Rd, Hong Kong",22.3384466,114.1581905
Po On Road,"Po Pui St, Kwun Tong, Hong Kong",22.3172771,114.2285749
Po Pui Street,"Po Shan Rd, Mid-level, Hong Kong",22.2803704,114.1415703
Po Shan Road,"Po Shin St, Happy Valley, Hong Kong",22.2682166,114.1839842
Po Shin Street,"Po Tin Ln, Hong Kong",22.3464402,114.2016261
Po Tin Lane,"Po Tsz Ln, Tsz Wan Shan, Hong Kong",22.3463135,114.199544
Po Tsz Lane,"Po Tuck St, Sai Wan, Hong Kong",22.284753,114.1364357
Po Tuck Street,"Po Wa St, Hong Kong",22.2828275,114.1508705
Po Wa Street,"Po Wai Ln, Hong Kong",22.34625,114.201304
Po Wai Lane,"Po Yan St, Tai Ping Shan, Hong Kong",22.2850029,114.146981
Po Yan Street,"Po Yee St, Tai Ping Shan, Hong Kong",22.2850073,114.1473418
Po Yee Street,"Po Ying Ln, Hong Kong",22.3465549,114.2023415
Po Ying Lane,"Sai Yuen Ln, Sai Ying Pun, Hong Kong",22.2874258,114.1418558
Po Yuen Lane,"Pok Fu Lam Reservoir Rd, Hong Kong",22.2667519,114.1428983
Pok Fu Lam Reservoir Road,"Pok Fu Lam Rd, Hong Kong",22.267812,114.1317384
Pok Fu Lam Road,"Pok Hok Ln, Tai Kok Tsui, Hong Kong",22.3194699,114.1630884
Pok Hok Lane,"Pok Man St, Tai Kok Tsui, Hong Kong",22.3194853,114.1609832
Pok Man Street,"Pokfield Rd, Hong Kong",22.2813673,114.1309118
Pokfield Path,"Pokfield Rd, Hong Kong",22.2813673,114.1309118
Pokfield Road,"Police School Rd, Wong Chuk Hang, Hong Kong",22.2462061,114.1709731
Police School Road,"Pollock's Path, The Peak, Hong Kong",22.2688035,114.159083
Pollock's Path,"Poplar St, Hong Kong",22.3265248,114.16638
Poplar Street,"Poplar St, Hong Kong",22.3265248,114.16638
Poplar Street,"Portland St, Mong Kok, Hong Kong",22.3192018,114.1686038
Portland Street,"Possession St, Hong Kong",22.2858264,114.1482441
Possession Street,"Pottinger St, Central, Hong Kong",22.2832526,114.1558233
Pottinger Street,"Pound Ln, Tai Ping Shan, Hong Kong",22.2845677,114.1474368
Pound Lane,"Power St, North Point, Hong Kong",22.289769,114.1942219
Power Street,"Prat Ave, Tsim Sha Tsui, Hong Kong",22.298541,114.1744826
Prat Avenue,"Pratas St, Hong Kong",22.3358951,114.1600991
Pratas Street,"Praya, Kennedy Town, Sai Wan, Hong Kong",22.2850423,114.1311571
"Praya, Kennedy Town","Price Rd, Jardine's Lookout, Hong Kong",22.264853,114.191696
Price Road,"Prince Edward Rd E, Hong Kong",22.3339001,114.1990102
Prince Edward Road East,"Prince Edward Rd W, Hong Kong",22.3254999,114.1770581
Prince Edward Road West,"Prince Edward Rd W, Hong Kong",22.3254999,114.1770581
Prince Edward Road West,"Prince's Terrace, Mid-level, Hong Kong",22.2809547,114.1517549
Prince's Terrace,"Princess Margaret Rd, Hong Kong",22.311364,114.1774616
Princess Margaret Road,Hong Kong,22.396428,114.109497
Prospect Place,"Public Square St, Yau Ma Tei, Hong Kong",22.3100591,114.1697725
Public Square Street,"Pui Ching Rd, Hong Kong",22.3177941,114.1775822
Pui Ching Road,"Pui Man St, Pak Hok Shan, Hong Kong",22.3343564,114.1901756
Pui Man Street,"Pui Tak St, Hong Kong",22.3352898,114.1651407
Pui Tak Street,"Purves Rd, Jardine's Lookout, Hong Kong",22.2677272,114.1923572
Purves Road,"Quarry Bay St, Hong Kong",22.2835139,114.2121905
Quarry Bay Street,"Queen Elizabeth Hospital Path, King's Park, Hong Kong",22.3079915,114.1743818
Queen Elizabeth Hospital Path,"Queen Elizabeth Hospital Rd, Yau Ma Tei, Hong Kong",22.3085236,114.174704
Queen Elizabeth Hospital Road,"Queen Victoria St, Central, Hong Kong",22.2841508,114.1560104
Queen Street,"Queen Victoria St, Central, Hong Kong",22.2841508,114.1560104
Queen Victoria Street,"Queen's Road Central, Hong Kong",22.2832297,114.155354
Queen's Road Central,"Queen's Rd E, Hong Kong",22.2744948,114.1731538
Queen's Road East,"Queen's Rd W, Hong Kong",22.286936,114.1403321
Queen's Road West,"Queensway, Hong Kong",22.2781688,114.1645951
Queensway,Hong Kong,22.396428,114.109497
Railway Approach,"Reclamation St, Hong Kong",22.315053,114.168487
Reclamation Street,"Red Hill Rd, Hong Kong",22.2359462,114.2245165
Red Hill Road,"Rednaxela Terrace, Mid-level, Hong Kong",22.2808144,114.1516066
Rednaxela Terrace,"Rehab Path, Sai Tso Wan, Hong Kong",22.3077223,114.2301093
Rehab Path,"Renfrew Rd, Kowloon Tsai, Hong Kong",22.336652,114.181492
Renfrew Road,"Repulse Bay Rd, Hong Kong",22.2384555,114.1956824
Repulse Bay Road,"Rhondda Rd, Beacon Hill, Hong Kong",22.3438692,114.1781862
Rhondda Road,"Robinson Rd, Hong Kong",22.2812015,114.1494698
Robinson Road,"Rock Hill St, Kennedy Town, Hong Kong",22.2822543,114.1294696
Rock Hill Street,"310 Gloucester Rd, Causeway Bay, Hong Kong",22.2811761,114.1864329
Rock Lane,"Rodney St, Central, Hong Kong",22.2788269,114.1658361
Rodney Street,"Sai Wan, Hong Kong",22.285512,114.139751
Rose Lane,"Rose St, Yau Yat Chuen, Hong Kong",22.3325545,114.1729951
Rose Street,"Rosmead Rd, The Peak, Hong Kong",22.2665295,114.162824
Rosmead Road,"Rozario St, Tai Ping Shan, Hong Kong",22.2836664,114.1491474
Rozario Street,"Rumsey St, Sheung Wan, Hong Kong",22.2867607,114.1534543
Rumsey Street,"Russell St, Causeway Bay, Hong Kong",22.2788082,114.18247
Russell Street,"Rutland Quadrant, Kowloon Tong, Hong Kong",22.3333467,114.1772811
Rutland Quadrant,"Rutter Ln, Tai Ping Shan, Hong Kong",22.2842894,114.1467387
Rutter Street,"Sa Po Rd, Kowloon City, Hong Kong",22.3299432,114.1927411
Sa Po Road,"Sai Cheung St, Sai Wan, Hong Kong",22.2850107,114.1317069
Sai Cheung Street,"Sai Cheung St N, Sai Wan, Hong Kong",22.2857264,114.1309716
Sai Cheung Street North,"Sai Chuen Rd, Sham Shui Po, Hong Kong",22.3289233,114.1554576
Sai Chuen Road,"Sai Hing Ln, Sai Wan, Hong Kong",22.2869013,114.1393095
Sai Hing Lane,"Sai Hong Ln, Sai Wan, Hong Kong",22.2846007,114.1311861
Sai Hong Lane,"Sai Ning St, Sai Wan, Hong Kong",22.281809,114.121586
Sai Ning Street,"Sai On Ln, Sai Wan, Hong Kong",22.2867515,114.1377033
Sai On Lane,"Sai St, Tai Ping Shan, Hong Kong",22.2849379,114.1487323
Sai On Street,"Sai See St, Kennedy Town, Hong Kong",22.2824112,114.1247017
Sai See Street,"Sai St, Tai Ping Shan, Hong Kong",22.2849379,114.1487323
Sai Street,"Sai Wa Ln, Sai Wan, Hong Kong",22.286386,114.140421
Sai Wa Lane,"Sai Wan Ho St, Hong Kong",22.2809747,114.2221652
Sai Wan Ho Street,"Sai Wan Terrace, Kornhill, Hong Kong",22.2845224,114.2184789
Sai Wan Terrace,"Sai Woo Ln, Sai Wan, Hong Kong",22.287542,114.144049
Sai Woo Lane,"Sai Yee St, Mong Kok, Hong Kong",22.3218745,114.171301
Sai Yee Street,"Sai Yeung Choi St S, Mong Kok, Hong Kong",22.3196283,114.1699479
Sai Yeung Choi Lane,"Sai Yeung Choi St N, Hong Kong",22.327846,114.167902
Sai Yeung Choi Street North,"Sai Yeung Choi St N, Hong Kong",22.327846,114.167902
